external_gene_id,Module.name,kME.CD1.turquoise,kME.CD2.blue,kME.CD3.brown,kME.CD4.yellow,kME.CD5.green,kME.CD6.red,kME.CD7.black,kME.CD8.pink,kME.CD9.magenta,kME.CD10.purple,kME.CD11.greenyellow,kME.CD12.tan,kME.CD13.salmon
FOXC1,CD12,"-0,157876139","0,293210768","-0,085320156","0,184202903","-0,415798872","0,427502406","-0,312358208","0,308345139","0,097347949","-0,372328209","0,225910491","0,70573054","-0,367459676"
TBC1D22A,CD0,"0,150616922","0,097822732","-0,025957667","-0,203099957","0,089192983","-0,035266847","-0,048906748","0,053857766","0,018162028","0,201524708","-0,053943159","-0,067071873","0,10853527"
SYNE2,CD0,"0,058426994","-0,221199309","-0,010713643","0,008103087","0,073802525","-0,136899152","0,125959378","-0,011283322","0,124977547","-0,000937295","0,082795712","0,402542573","0,072852783"
ATP9A,CD0,"0,460299719","-0,299049812","-0,215254084","-0,296080475","0,476897665","-0,19799283","0,185018228","-0,026937046","0,029346139","0,490776123","-0,327086363","-0,15496248","0,612526911"
SPO11,CD0,"0,069493571","0,347688976","-0,132742917","-0,040580002","-0,283123938","0,344298985","-0,349032354","0,298975903","0,140432028","-0,115176604","0,099611861","0,076476346","-0,138497546"
FAM168A,CD0,"0,142971308","-0,15184434","0,034340797","0,257647018","-0,066065837","0,111534631","0,003465183","0,200352263","0,227720144","-0,096803471","-0,173189888","0,072213192","0,018345241"
GALC,CD3,"-0,300881635","-0,423713166","0,708397666","0,404292753","0,125874916","-0,338288651","0,569636543","-0,402033928","0,022194777","-0,062564742","0,092661126","-0,141781638","-0,136306734"
SZRD1,CD4,"-0,485621564","0,253076687","0,266822128","0,50438662","-0,47584722","0,181000429","-0,065454309","-0,021199162","-0,00674056","-0,566526195","0,386178952","0,257720605","-0,605800232"
KCNH2,CD1,"0,581619601","0,107012775","-0,364140436","-0,387669296","0,133514079","0,127235494","-0,277486077","0,370929894","0,258358037","0,392359047","-0,183369806","0,012050821","0,388958584"
CUL1,CD5,"0,384917932","-0,542054136","-0,077286988","-0,330273129","0,713848316","-0,366016105","0,44529961","-0,219129553","-0,036593734","0,697688609","-0,133268459","-0,218333298","0,688318464"
FAM114A2,CD0,"-0,201247501","-0,242116453","0,248357775","0,246399328","0,111974612","-0,310306689","0,359872704","-0,287685315","-0,049098413","-0,045591718","0,151786744","-0,008414768","-0,098031892"
CYFIP2,CD1,"0,724807473","-0,209309837","-0,405444162","-0,301800998","0,299685113","-0,085050201","-0,120094648","0,262537612","0,320099838","0,539183682","-0,324644799","-0,119996677","0,634238671"
TAB2,CD4,"-0,215272577","-0,327933124","0,165787507","0,506079464","0,095657395","-0,279991073","0,392338391","-0,254753525","-0,022149434","-0,153286899","0,192796018","-0,039724455","-0,104154782"
EIF2AK2,CD0,"-0,005055109","-0,377813744","0,042259912","0,242539716","0,223314702","-0,36521647","0,374094659","-0,259485536","0,003156673","-0,010845416","-0,036941035","-0,062409234","0,186506665"
MCOLN3,CD2,"-0,097265047","0,473435911","-0,166652423","-0,051649532","-0,238806271","0,292767445","-0,310410928","0,153256909","-0,079440756","-0,188698341","0,053071759","0,182339456","-0,134218714"
PUM2,CD0,"0,178224029","-0,417330213","-0,041650884","-0,085336363","0,510494211","-0,265265251","0,437542033","-0,209344322","-0,114202373","0,358302706","-0,057115029","-0,153440637","0,50046819"
ITIH4,CD0,"0,035244527","0,255085686","-0,117627224","0,110185083","-0,274764091","0,231401897","-0,250265523","0,252336948","0,179591497","-0,197102755","0,062146148","0,185405955","-0,178809441"
ITIH1,CD6,"0,006640756","0,441765194","-0,185763531","-0,0144122","-0,323315148","0,592760489","-0,413753709","0,445027183","0,088735421","-0,1772803","0,006498861","0,199879919","-0,195379802"
C4orf27,CD5,"0,031476361","-0,529390974","0,156922079","-0,202726846","0,678869102","-0,434237739","0,602054556","-0,435690448","-0,263596853","0,501291552","-0,157182561","-0,246603145","0,423898718"
ZFR,CD7,"-0,173085824","-0,366462684","0,162627413","0,107988796","0,364735683","-0,350131162","0,538613223","-0,399745155","-0,2173975","0,063789868","-0,045605385","-0,135250716","0,131534922"
TRAF1,CD0,"-0,238885678","0,289562151","0,197129849","0,157158651","-0,336596229","0,083443192","-0,099023154","0,017062055","0,069350318","-0,345812133","0,063502072","-0,004159929","-0,334713577"
RC3H2,CD0,"0,065965966","-0,366271437","-0,055244018","0,0222795","0,211854716","-0,232839754","0,246547906","-0,185051215","-0,030529609","0,086344415","-0,089541878","-0,202104445","0,24919764"
PCGF2,CD1,"0,473413011","0,043276648","-0,214139695","-0,022694913","-0,09261929","0,11438555","-0,306646317","0,410221594","0,441925085","0,19882585","-0,060952512","0,098069018","0,14577058"
IL17RB,CD4,"-0,35604082","-0,02526918","0,262226906","0,824431811","-0,404446784","-0,006323772","0,043434056","-0,041620106","0,167788257","-0,508219226","0,188707262","0,040156842","-0,488883528"
TRAF3IP2,CD4,"-0,24802485","0,065477159","0,138642643","0,651326501","-0,343839937","0,069603086","-0,037471659","0,027840934","0,114920958","-0,38394093","0,290225403","0,037718389","-0,417357527"
GYG2,CD0,"0,075709923","0,137167147","-0,038393999","0,122285741","-0,165529997","0,125502889","-0,188734093","0,158723775","0,162539025","-0,018719923","0,091072807","0,059743094","-0,087875539"
DCBLD2,CD0,"0,04979351","-0,138481994","-0,063460724","-0,014399881","0,283600576","-0,199358254","0,264367751","-0,176441997","-0,172849207","0,115177648","-0,155006515","0,033517038","0,309715476"
SERPINB3,CD2,"-0,032222615","0,432773297","-0,119261794","-0,067768645","-0,248354155","0,206282178","-0,315699312","0,127618409","-0,00650134","-0,137402872","0,009720821","0,013469619","-0,146911597"
SOAT1,CD0,"-0,041803253","-0,322609125","0,137399154","0,175344687","0,217431602","-0,272258355","0,35727712","-0,213375183","-0,009931047","0,094551354","0,093029337","0,039779595","0,119261249"
PKP2,CD0,"0,074086378","0,19824116","-0,319587275","-0,103889878","-0,020728244","0,202188512","-0,209944655","0,147012663","-0,118867476","0,025128895","-0,095129092","0,218141588","0,087420846"
MSH4,CD0,"-0,015171801","0,089756176","-0,014017671","0,019085374","-0,069409083","-0,020686812","-0,036743831","0,002029293","0,03014142","-0,080725776","0,020346301","0,037255724","-0,002410872"
F7,CD6,"0,045870635","0,346187358","-0,243703462","-0,083224053","-0,216679282","0,462386042","-0,357534055","0,343399159","0,005310219","-0,115013061","-0,115727258","0,086982096","-0,058499089"
GDI2,CD0,"0,037361243","-0,459917147","0,235068609","-0,065348853","0,501046333","-0,351163649","0,516935288","-0,335778999","-0,07524737","0,400290352","0,023885244","-0,230225354","0,307177862"
PRDM1,CD0,"-0,150186905","0,339058109","-0,175890343","-0,135188388","-0,056131283","0,130550695","-0,134224323","-0,02770477","-0,296429855","-0,107369802","-0,032181022","0,083268915","-0,045563384"
ATG5,CD5,"0,133695621","-0,508530999","-0,040380966","-0,292379931","0,716325191","-0,416256447","0,552340554","-0,36152549","-0,235148231","0,508970308","-0,129287039","-0,118451671","0,558681362"
USP13,CD0,"0,08304256","-0,24747516","0,173047999","-0,199629886","0,291837489","-0,25469942","0,239833177","-0,207960048","-0,063094175","0,288972316","-0,143391177","-0,14490778","0,246337215"
ATP11B,CD7,"-0,222252582","-0,273590448","0,272238774","-0,024367538","0,28358304","-0,381908649","0,516851474","-0,427722104","-0,212325264","0,012238595","-0,059119157","-0,15323656","0,073148138"
LAMC2,CD2,"-0,09207352","0,507675473","-0,2078406","0,015275524","-0,355974979","0,324720504","-0,392258861","0,210104308","-0,028745855","-0,27019682","0,060272098","0,123170999","-0,223279207"
CDK14,CD13,"0,314257014","-0,132334815","-0,337075747","-0,369677373","0,475711014","-0,156571596","0,131676042","-0,086904772","-0,233253518","0,348126733","-0,328232181","-0,112012619","0,668788691"
SEC61A1,CD4,"-0,157192472","-0,085277413","0,33959388","0,533340373","-0,266268042","-0,046311516","0,103786275","-0,02070888","0,252079068","-0,225242659","0,254098577","0,132142574","-0,356926038"
RASGRF1,CD0,"0,375108112","-0,250972631","-0,185300399","-0,48197134","0,484107119","-0,223087547","0,119019664","-0,062661261","-0,09633312","0,518630224","-0,217081283","-0,125057937","0,550728476"
CAMK2B,CD1,"0,815433861","-0,086560901","-0,406607829","-0,409699979","0,206110138","0,016052868","-0,259119132","0,407652444","0,419979476","0,553812883","-0,250453979","-0,064220248","0,605319487"
CROCC,CD8,"0,169322844","0,350309544","-0,162992131","0,047109279","-0,408751566","0,431436126","-0,453790245","0,516224516","0,347185762","-0,191907804","-0,055738571","0,127836329","-0,20357968"
ATP2B4,CD0,"0,329718409","-0,129161045","-0,22495096","-0,014158577","0,061366512","-0,058423353","-0,046407693","0,127425489","0,230821769","0,144880601","-0,084724781","-0,094375919","0,211034948"
ZC3H11A,CD3,"-0,18867186","-0,223830855","0,479089915","0,276495125","-0,096066102","-0,162870397","0,288237095","-0,151889298","0,156250575","-0,211820302","0,050859165","-0,007408036","-0,184169589"
RIOK2,CD7,"-0,149004435","-0,458271178","0,269908854","0,219397071","0,345268296","-0,427972966","0,582965637","-0,420232534","-0,098114365","0,106744634","0,146007651","-0,139817609","0,123447493"
YIPF1,CD0,"0,352619705","-0,29269861","-0,058337851","-0,263494874","0,409406458","-0,190981049","0,178815666","-0,026494796","0,078592433","0,539767764","-0,052183037","-0,094029403","0,422252391"
NDC1,CD0,"0,125464274","-0,344811869","0,096656211","-0,104285379","0,394913383","-0,269777119","0,382254544","-0,186514029","-0,035319465","0,315860147","0,005759173","-0,097185331","0,29668137"
DGKG,CD0,"0,059849805","-0,059685424","-0,008154504","0,228230305","-0,198172133","-0,109908109","-0,082298732","0,048738898","0,254867161","-0,169112073","-0,00843148","-0,113685366","-0,091388818"
UNKL,CD0,"0,169963641","-0,097292071","0,107484105","0,108553684","-0,023757505","-0,014137498","0,059677923","0,172923298","0,332269391","0,033973076","0,07787038","0,007450551","-0,003700739"
TBXAS1,CD11,"-0,202139136","0,046089338","0,238766374","0,173624336","-0,154606361","0,009903728","0,049255755","-0,059884917","0,046991399","-0,107760845","0,72272953","0,149423774","-0,272922873"
PARP12,CD0,"-0,027746872","-0,001969345","0,271489703","0,274596057","-0,272296967","0,059610924","-0,075340986","0,145505894","0,335862148","-0,150210934","0,299155572","0,28025026","-0,281340586"
TARBP1,CD0,"0,358075948","-0,16615306","-0,163766989","-0,281128398","0,307661596","-0,092705389","0,038927643","0,040404372","0,011296531","0,390963766","-0,283404209","-0,026181415","0,405925877"
PET112,CD0,"0,283539235","-0,308057766","-0,091158142","-0,218380572","0,4593727","-0,138292475","0,269096279","-0,071283817","-0,017462316","0,460549064","-0,184893134","-0,11538663","0,434500021"
MXD1,CD0,"-0,072576828","-0,180993394","0,050858443","0,132554369","0,073811167","-0,173184235","0,22953529","-0,150135511","-0,035200517","-0,102311048","-0,011341506","-0,055139758","0,054619663"
CDK17,CD7,"-0,039499877","-0,407122513","0,224262108","-0,114577386","0,495353791","-0,51741425","0,609518084","-0,458378708","-0,21191946","0,220299944","-0,145755265","-0,28708669","0,270558992"
DNAJC25,CD0,"-0,091663707","-0,162686403","-0,070968045","-0,12620965","0,493281739","-0,32250839","0,398365379","-0,390333147","-0,41458058","0,225019628","-0,085441082","-0,201331766","0,245298402"
PSD,CD1,"0,703380273","0,058535907","-0,435369225","-0,141063576","-0,068575075","0,301157928","-0,439306074","0,647307543","0,489204729","0,271615873","-0,179395407","0,114203836","0,275749681"
CTDP1,CD9,"0,315699943","0,066540439","0,055364903","-0,023960477","-0,18347508","0,306175771","-0,233461169","0,424901555","0,442139402","0,105291093","-0,03611237","-0,027557069","-0,025515207"
YBX3,CD0,"-0,192244194","-0,116228249","0,110211201","0,346718233","-0,143638404","-0,080166891","0,082496232","-0,086457039","0,080135568","-0,239020129","0,34906836","0,191285798","-0,240928913"
STYK1,CD5,"0,438021958","-0,280485338","-0,322945824","-0,401514139","0,608073255","-0,264940042","0,226708052","-0,086159783","-0,096684269","0,610977079","-0,215566358","-0,089306142","0,629986656"
WNK1,CD3,"-0,289923382","-0,092988732","0,634389411","0,396805479","-0,307559807","-0,087276738","0,145401358","-0,097747662","0,23194524","-0,381891423","0,122356902","-0,019454112","-0,421111489"
OGFR,CD8,"0,516623708","0,222122189","-0,230038666","-0,110072692","-0,282948657","0,347928615","-0,499720213","0,627765604","0,568456816","0,10876163","0,035615371","0,017638227","0,036407471"
GNA15,CD0,"0,180104037","0,093316845","-0,212924183","-0,144303417","0,033012056","0,174163774","-0,149909579","0,215412165","0,043059932","0,138964563","0,08241387","0,082769818","0,098463577"
PIGV,CD0,"-0,15060802","-0,089141458","0,255002728","0,264971861","0,028110996","-0,138085068","0,253690171","-0,174993101","-0,020402813","-0,076290657","0,013797319","0,088399613","-0,080157741"
PTPRU,CD9,"0,319386051","0,148848621","-0,145338016","-0,154001415","-0,100383738","0,166170123","-0,227970764","0,321336258","0,289078213","0,062635667","-0,226362401","-0,082513572","0,11565443"
SNRNP40,CD0,"0,018314328","-0,185211846","0,236222166","-0,209758788","0,356896732","-0,305440115","0,32399617","-0,303900964","-0,118873756","0,349711197","0,060233517","-0,052960754","0,206985572"
RIMBP2,CD1,"0,485858492","-0,134334842","-0,487491737","-0,341530892","0,396963593","0,031556188","-0,026832924","0,195424428","-0,008810101","0,412895919","-0,280019372","-0,032873588","0,541967265"
COL11A1,CD0,"0,070074165","0,04649194","-0,154741068","0,136938333","-0,190092258","0,126332953","-0,164090038","0,225311831","0,135020691","-0,215514788","-0,020422933","0,269537986","-0,072494723"
QSER1,CD4,"-0,173418019","-0,083344305","0,249709758","0,415623662","-0,209021365","-0,088093308","0,080587747","-0,056856858","0,122209973","-0,276588292","0,082363615","0,035691201","-0,248450214"
MPC1,CD3,"-0,399980194","-0,238202806","0,483686132","0,182246505","0,220704833","-0,148613075","0,493874227","-0,376353639","-0,301457805","-0,040801114","0,042277634","-0,007523646","-0,101873398"
ACAA1,CD0,"0,095212426","-0,12712685","0,238036703","0,219541673","-0,111279985","0,104098591","4,64E-05","0,190386577","0,33645926","0,0674342","0,138417839","0,054509483","-0,142371433"
BCAT1,CD0,"0,021456932","-0,164090979","-0,033189789","-0,264138318","0,502218561","-0,199064867","0,324246665","-0,265844861","-0,335591368","0,364074562","-0,034533687","-0,178351835","0,404249137"
HDAC7,CD6,"0,059466589","0,246114771","-0,091697628","0,211460685","-0,406969982","0,567374728","-0,371239804","0,499018907","0,280739516","-0,268118711","0,107939","0,223044644","-0,258732082"
LZTS1,CD1,"0,537901583","0,025114951","-0,381469366","-0,130916","0,02262723","0,14374283","-0,251296205","0,440031588","0,311400506","0,172257253","-0,24706753","0,18688582","0,304290086"
SPAG4,CD0,"0,170200092","0,203824378","-0,151101281","-0,097266357","-0,056465462","0,21906189","-0,230257121","0,263661672","0,073231367","0,054226529","-0,094604551","0,114193137","0,06453986"
NCKAP1,CD5,"-0,050275391","-0,193765086","-0,170985565","-0,326649959","0,649797336","-0,438300544","0,469719765","-0,496247214","-0,532964125","0,313577637","-0,169064987","-0,159570271","0,478283736"
MRPS35,CD5,"0,221962603","-0,480619796","-0,024281518","-0,285010368","0,719071552","-0,358494725","0,481254935","-0,292366586","-0,202571145","0,629813346","-0,135461418","-0,220161215","0,548967776"
GUCY1B3,CD5,"0,400479049","-0,366951155","-0,305913879","-0,423986465","0,733840782","-0,274351029","0,345942291","-0,1525707","-0,157111968","0,656424039","-0,20161639","-0,143004783","0,726229006"
SFSWAP,CD9,"0,147583052","0,076026046","0,147959619","-0,000474254","-0,324404703","0,150661726","-0,264172011","0,312954703","0,410867587","-0,12694498","0,022270957","0,052005123","-0,232685865"
TNK2,CD1,"0,567355238","0,062289857","-0,154107695","0,067481436","-0,29884859","0,268379072","-0,425676756","0,6218644","0,699737918","0,054302507","-0,150276299","0,045166688","0,055198647"
MON2,CD7,"-0,40393039","-0,373301684","0,647854414","0,129280542","0,211765338","-0,387806513","0,612934076","-0,500838451","-0,16270716","-0,049930968","0,095053152","-0,104992454","-0,132529657"
CDH3,CD0,"0,137194734","0,216870131","-0,201728891","-0,079603027","-0,143271264","0,08420992","-0,245466913","0,183985739","0,128561921","-0,014728752","0,01996368","-0,011003125","-0,032096737"
ARSF,CD4,"-0,153364375","0,306092554","-0,043189265","0,339512025","-0,354386236","0,353103447","-0,265958412","0,225261025","-0,027515879","-0,30889074","-0,03306075","0,05473734","-0,285152599"
ZNF112,CD0,"-0,080162926","-0,356189518","0,328471022","0,195739749","0,183980935","-0,344540577","0,42027835","-0,260931481","0,03794903","0,042100821","-0,030244349","-0,091550699","0,030202929"
